;kingdom;supergroup;phylum;class;order;family;genus;species;Confidence
>ASV_7743;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-22;Dino-Group-II-Clade-22_X;Dino-Group-II-Clade-22_X_sp.;0.999999992
>ASV_7744;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strobilidiidae_I;Pelagostrobilidium;;0.884952666
>ASV_7745;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.96597446
>ASV_7746;Eukaryota;Stramenopiles;Sagenista;MAST-4;MAST-4C;MAST-4C_X;MAST-4C_XX;MAST-4C_XX_sp.;0.992109976
>ASV_7747;Eukaryota;Opisthokonta;Metazoa;Brachiopoda;Brachiopoda_X;Brachiopoda_XX;;;0.96386677
>ASV_7748;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.989519775
>ASV_7749;Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellida_X;Choanoflagellida_XX;Choanoflagellida_XX_Clade-3;Choanoflagellida_XX_Clade-3_X;Choanoflagellida_XX_Clade-3_X_sp.;0.997805434
>ASV_7750;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.963296215
>ASV_7751;Eukaryota;Opisthokonta;Fungi;;;;;;0.81941031
>ASV_7752;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;1
>ASV_7753;Eukaryota;Archaeplastida;Streptophyta;Zygnemophyceae;Zygnemophyceae_X;Zygnematales;Ancylonema;Ancylonema_nordenskioeldii;0.756185454
>ASV_7754;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.981960899
>ASV_7755;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.933780135
>ASV_7756;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Crustomastigaceae;Crustomastix;;0.820825003
>ASV_7757;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.948624551
>ASV_7758;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium_dominans;0.999809216
>ASV_7759;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;OLIGO5;OLIGO5_X;OLIGO5_XX;OLIGO5_XX_sp.;0.764845747
>ASV_7760;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II_X;Dino-Group-II_XX;Dino-Group-II_XX_sp.;0.764622033
>ASV_7761;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-14;Dino-Group-II-Clade-14_X;Dino-Group-II-Clade-14_X_sp.;0.999944039
>ASV_7762;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-1;Dino-Group-I-Clade-1_X;Dino-Group-I-Clade-1_X_sp.;0.999698309
>ASV_7763;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;;;;0.999406349
>ASV_7764;Eukaryota;Alveolata;Dinoflagellata;;;;;;0.997079658
>ASV_7765;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-3;Dino-Group-I-Clade-3_X;Dino-Group-I-Clade-3_X_sp.;0.994896133
>ASV_7766;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-46;Dino-Group-II-Clade-46_X;Dino-Group-II-Clade-46_X_sp.;0.918688915
>ASV_7767;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.999999516
>ASV_7768;Eukaryota;Rhizaria;Cercozoa;Filosa-Granofilosea;Filosa-Granofilosea_X;Novel-Gran-5;Novel-Gran-5_X;Novel-Gran-5_X_sp.;0.863206071
>ASV_7769;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-5;Dino-Group-I-Clade-5_X;Dino-Group-I-Clade-5_X_sp.;0.978226171
>ASV_7770;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;0.999999072
>ASV_7771;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;0.999999993
>ASV_7772;Eukaryota;Rhizaria;Cercozoa;;;;;;0.969565252
>ASV_7773;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;0.999999586
>ASV_7774;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strobilidiidae_I;Pelagostrobilidium;;0.925882189
>ASV_7775;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae;Lecudina;Lecudina_phyllochaetopteri;0.771342516
>ASV_7776;Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloroparvula;Chloroparvula_japonica;0.981524758
>ASV_7777;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strobilidiidae_B;Strobilidiidae_B_X;Strobilidiidae_B_X_sp.;0.961304655
>ASV_7778;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II_X;Dino-Group-II_XX;Dino-Group-II_XX_sp.;0.980632514
>ASV_7779;Eukaryota;Archaeplastida;Chlorophyta;Palmophyllophyceae;Prasinococcales;Prasinococcales-Clade-B;Prasinococcales-Clade-B_X;Prasinococcales-Clade-B1_X_sp.;0.958232333
>ASV_7780;Eukaryota;Stramenopiles;Ochrophyta;Bolidophyceae;Parmales;Parmales_X;Parmales_XX;Parmales_XX_sp.;0.909474675
>ASV_7781;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.989249831
>ASV_7782;Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Chlorophyceae_X;Chlorophyceae_XX;Chlorophyceae_XXX;Chlorophyceae_XXX_sp.;0.97687213
>ASV_7783;Eukaryota;Archaeplastida;Chlorophyta;Palmophyllophyceae;Prasinococcales;Prasinococcales-Clade-B;Prasinococcales-Clade-B_X;Prasinococcales-Clade-B2_X_sp.;0.981454814
>ASV_7784;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;;;0.952139673
>ASV_7785;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Crustomastigaceae;Crustomastix;;0.908584173
>ASV_7786;Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Pedinellales;Pedinella;Pedinella_sp.;0.993047368
>ASV_7787;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Anthozoa;;;0.999200071
>ASV_7788;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.974811247
>ASV_7789;Eukaryota;Opisthokonta;Fungi;Ascomycota;Saccharomycotina;Saccharomycetales;;;0.999932266
>ASV_7790;Eukaryota;Stramenopiles;;;;;;;0.828594644
>ASV_7791;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Oomycota_X;Haliphthorales;Haliphthorales_X;Haliphthorales_X_sp.;0.894340081
>ASV_7792;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;Protaspa;Protaspa_grandis;0.971470066
>ASV_7793;Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_XX;Chrysophyceae_XXX;Chrysophyceae_XXX_sp.;0.974575362
>ASV_7794;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.981133538
>ASV_7795;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.995480909
>ASV_7796;Eukaryota;Archaeplastida;Streptophyta;Embryophyceae;Embryophyceae_X;Embryophyceae_XX;Actinidia;;0.843354379
>ASV_7797;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;;;;0.772210287
>ASV_7798;Eukaryota;Stramenopiles;Ochrophyta;;;;;;0.870117538
>ASV_7799;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.736882935
>ASV_7800;Eukaryota;;;;;;;;1
>ASV_7801;Eukaryota;Archaeplastida;Streptophyta;Embryophyceae;Embryophyceae_X;Embryophyceae_XX;Arabidopsis;Arabidopsis_thaliana;0.991219281
>ASV_7802;Eukaryota;;;;;;;;1
>ASV_7803;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Araphid-pennate;Pteroncola;Pteroncola_inane;0.999899901
>ASV_7804;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.9999148
>ASV_7805;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;CCW10-lineage;CCW10-lineage_X;CCW10-lineage_X_sp.;0.944552446
>ASV_7806;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.999240184
>ASV_7807;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;CCW10-lineage;CCW10-lineage_X;CCW10-lineage_X_sp.;0.984667863
>ASV_7808;Eukaryota;;;;;;;;1
>ASV_7809;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.988608239
>ASV_7810;Eukaryota;Stramenopiles;;;;;;;0.743917104
>ASV_7811;Eukaryota;Stramenopiles;Ochrophyta;;;;;;0.702398986
>ASV_7812;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.965682097
>ASV_7813;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;;;0.847413175
>ASV_7814;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.996697145
>ASV_7815;Eukaryota;;;;;;;;1
>ASV_7816;Eukaryota;;;;;;;;1
>ASV_7817;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Oomycota_X;Peronosporales;;;0.973851981
>ASV_7818;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.998971319
>ASV_7819;Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_simplex;0.982736299
>ASV_7820;Eukaryota;;;;;;;;1
>ASV_7821;Eukaryota;;;;;;;;1
>ASV_7822;Eukaryota;Alveolata;Dinoflagellata;;;;;;0.959127565
>ASV_7823;Eukaryota;Opisthokonta;Metazoa;Arthropoda;;;;;0.812351341
>ASV_7824;Eukaryota;Opisthokonta;Fungi;Cryptomycota;Cryptomycotina;Cryptomycotina_X;Cryptomycotina_XX;Cryptomycotina_XX_sp.;0.768067685
>ASV_7825;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;Protaspa;Protaspa_grandis;0.979258443
>ASV_7826;Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiales_X;Chrysocampanula;Chrysocampanula_spinifera;0.999358793
>ASV_7827;Eukaryota;Stramenopiles;Ochrophyta;;;;;;0.98737103
>ASV_7828;Eukaryota;Alveolata;Dinoflagellata;;;;;;0.884137746
>ASV_7829;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae;Dolichomastigaceae-A;Dolichomastigaceae-A_sp.;0.954302717
>ASV_7830;Eukaryota;Alveolata;Dinoflagellata;;;;;;0.994202151
>ASV_7831;Eukaryota;Stramenopiles;Ochrophyta;Phaeophyceae;Phaeophyceae_X;Phaeophyceae_XX;Ectocarpus;;0.847540889
>ASV_7832;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ebriida;TAGIRI1-lineage;TAGIRI1-lineage_X;TAGIRI1-lineage_X_sp.;0.99998636
